2019-01-01T00:00:00.000	-1120367.880578	6278965.084957	2205.634938		-457.868607	-81.698672	0.829698		0.005958	-0.033388	-0.000012
2019-01-01T00:01:00.000	-1147829.185804	6274003.081301	2255.395520		-457.506773	-83.701186	0.828987		0.006104	-0.033362	-0.000012
2019-01-01T00:02:00.000	-1175268.518195	6268920.974726	2305.112989		-457.136181	-85.702097	0.828261		0.006249	-0.033335	-0.000012
2019-01-01T00:03:00.000	-1202685.352481	6263718.862519	2354.786393		-456.756838	-87.701367	0.827518		0.006395	-0.033307	-0.000013
2019-01-01T00:04:00.000	-1230079.163823	6258396.844263	2404.414781		-456.368751	-89.698959	0.826760		0.006541	-0.033279	-0.000013
2019-01-01T00:05:00.000	-1257449.427823	6252955.021838	2453.997202		-455.971927	-91.694833	0.825986		0.006686	-0.033250	-0.000013
2019-01-01T00:06:00.000	-1284795.620533	6247393.499417	2503.532708		-455.566376	-93.688952	0.825196		0.006832	-0.033220	-0.000013
2019-01-01T00:07:00.000	-1312117.218466	6241712.383462	2553.020350		-455.152103	-95.681278	0.824391		0.006977	-0.033190	-0.000014
2019-01-01T00:08:00.000	-1339413.698607	6235911.782727	2602.459181		-454.729117	-97.671772	0.823569		0.007122	-0.033159	-0.000014
2019-01-01T00:09:00.000	-1366684.538420	6229991.808254	2651.848255		-454.297427	-99.660396	0.822732		0.007267	-0.033128	-0.000014
2019-01-01T00:10:00.000	-1393929.215860	6223952.573368	2701.186626		-453.857039	-101.647112	0.821879		0.007412	-0.033096	-0.000014
2019-01-01T00:11:00.000	-1421147.209386	6217794.193677	2750.473349		-453.407964	-103.631883	0.821010		0.007557	-0.033063	-0.000015
2019-01-01T00:12:00.000	-1448337.997963	6211516.787071	2799.707481		-452.950209	-105.614670	0.820126		0.007702	-0.033030	-0.000015
2019-01-01T00:13:00.000	-1475501.061080	6205120.473718	2848.888080		-452.483784	-107.595435	0.819226		0.007846	-0.032996	-0.000015
2019-01-01T00:14:00.000	-1502635.878756	6198605.376063	2898.014204		-452.008696	-109.574140	0.818310		0.007990	-0.032961	-0.000015
2019-01-01T00:15:00.000	-1529741.931551	6191971.618823	2947.084912		-451.524956	-111.550748	0.817379		0.008134	-0.032926	-0.000016
2019-01-01T00:16:00.000	-1556818.700574	6185219.328989	2996.099265		-451.032572	-113.525221	0.816432		0.008278	-0.032890	-0.000016
2019-01-01T00:17:00.000	-1583865.667497	6178348.635819	3045.056326		-450.531554	-115.497520	0.815469		0.008422	-0.032853	-0.000016
2019-01-01T00:18:00.000	-1610882.314561	6171359.670838	3093.955155		-450.021912	-117.467608	0.814491		0.008566	-0.032816	-0.000016
2019-01-01T00:19:00.000	-1637868.124587	6164252.567836	3142.794819		-449.503654	-119.435448	0.813497		0.008709	-0.032778	-0.000017
2019-01-01T00:20:00.000	-1664822.580987	6157027.462864	3191.574381		-448.976792	-121.401001	0.812487		0.008853	-0.032740	-0.000017
2019-01-01T00:21:00.000	-1691745.167774	6149684.494231	3240.292907		-448.441336	-123.364230	0.811462		0.008996	-0.032701	-0.000017
2019-01-01T00:22:00.000	-1718635.369571	6142223.802503	3288.949466		-447.897294	-125.325098	0.810422		0.009139	-0.032661	-0.000017
2019-01-01T00:23:00.000	-1745492.671618	6134645.530501	3337.543126		-447.344679	-127.283566	0.809366		0.009282	-0.032621	-0.000018
